C:\Users\dingwang\Desktop\elasticsearch-master\benchmarks\src\main\java\org\elasticsearch\benchmark\routing\allocation\AllocationBenchmark.java,-9087152906363001670
C:\Users\dingwang\Desktop\elasticsearch-master\benchmarks\src\main\java\org\elasticsearch\benchmark\routing\allocation\Allocators.java,7481416129504679873
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\AbstractBenchmark.java,-11271818703783429
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\BenchmarkMain.java,-6730167480219247231
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\BenchmarkRunner.java,-9087152906363001670
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\metrics\Metrics.java,7463510453023906986
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\metrics\MetricsCalculator.java,1460929555370095886
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\metrics\Sample.java,-1327543768235133650
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\metrics\SampleRecorder.java,-6426087226294221372
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\ops\bulk\BulkBenchmarkTask.java,-2169623612434074134
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\ops\search\SearchBenchmarkTask.java,-1462062643512667094
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\rest\RestClientBenchmark.java,7170714474536601224
C:\Users\dingwang\Desktop\elasticsearch-master\client\benchmark\src\main\java\org\elasticsearch\client\benchmark\transport\TransportClientBenchmark.java,-2077992499019694111
C:\Users\dingwang\Desktop\elasticsearch-master\client\client-benchmark-noop-api-plugin\src\main\java\org\elasticsearch\plugin\noop\NoopPlugin.java,-2025646949410979871
